,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_IS_NO,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
4947,1,0,0,0,26,1,1,0,0,1,0,1,1,1,98.35,2515.3,1,False,True,False,True,False,False,False,False,True,False
6259,1,0,1,1,60,1,0,0,1,0,1,1,1,0,76.95,4543.95,0,True,False,False,False,False,True,True,False,False,False
3062,1,1,1,0,24,0,0,0,0,1,1,0,0,0,34.25,828.2,0,True,False,False,True,False,False,False,False,False,True
4360,1,1,1,0,31,1,1,1,0,0,0,1,0,0,89.45,2807.65,0,False,True,False,True,False,False,False,False,True,False
5624,1,1,1,0,62,1,1,0,1,0,0,0,1,1,89.8,5629.55,0,False,True,False,True,False,False,True,False,False,False
1278,1,0,1,1,36,0,0,1,0,1,1,1,1,0,60.7,2234.55,0,True,False,False,False,True,False,False,True,False,False
247,1,1,0,0,15,1,0,0,1,0,0,0,0,1,74.4,1074.3,1,False,True,False,True,False,False,False,False,True,False
2087,0,0,0,0,4,0,0,1,1,0,0,0,0,1,33.65,137.85,1,True,False,False,True,False,False,False,False,True,False
571,1,1,0,0,47,1,1,0,1,0,1,0,0,0,59.6,2754.0,0,True,False,False,False,False,True,True,False,False,False
5738,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.6,20.6,1,False,False,True,True,False,False,False,False,False,True
1518,0,0,0,0,5,1,0,0,0,0,0,0,0,0,20.55,96.1,0,False,False,True,True,False,False,False,True,False,False
20,1,1,0,0,1,0,0,0,0,1,0,0,1,1,39.65,39.65,1,True,False,False,True,False,False,False,False,True,False
5884,1,1,1,0,46,0,0,0,1,1,1,1,1,1,59.9,2816.65,1,True,False,False,False,True,False,True,False,False,False
1547,0,0,1,0,63,1,1,0,1,1,0,1,1,1,107.5,6873.75,1,False,True,False,False,True,False,False,False,True,False
3917,1,1,0,0,1,1,0,0,0,0,0,0,0,0,69.1,69.1,1,False,True,False,True,False,False,False,False,True,False
261,1,1,0,0,13,1,1,0,1,1,0,1,1,1,106.9,1364.3,1,False,True,False,True,False,False,False,False,True,False
6980,1,1,0,0,16,0,0,0,1,0,0,1,0,1,39.0,679.85,1,True,False,False,True,False,False,False,False,False,True
1809,1,1,1,0,32,1,1,0,0,0,0,0,1,1,85.0,2642.05,1,False,True,False,True,False,False,False,False,True,False
3383,1,0,1,0,6,1,1,0,0,0,0,0,0,1,75.5,438.0,1,False,True,False,True,False,False,False,False,True,False
5763,0,0,0,0,3,1,0,0,0,0,0,0,0,1,70.25,229.7,0,False,True,False,True,False,False,False,False,True,False
311,0,0,0,0,22,1,0,1,0,0,1,0,1,1,89.05,1886.25,0,False,True,False,True,False,False,False,False,True,False
258,0,0,1,0,2,1,0,0,0,0,0,0,0,1,44.6,80.55,1,True,False,False,True,False,False,False,True,False,False
962,1,1,1,0,8,1,0,1,0,0,0,1,0,0,60.9,551.95,0,True,False,False,True,False,False,True,False,False,False
3006,1,1,0,0,14,1,1,0,0,0,0,0,0,1,74.95,1036.75,1,False,True,False,True,False,False,False,False,True,False
6319,1,1,1,0,54,0,0,0,0,0,0,0,0,1,24.95,1364.75,0,True,False,False,True,False,False,True,False,False,False
20,1,1,0,0,1,0,0,0,0,1,0,0,1,1,39.65,39.65,1,True,False,False,True,False,False,False,False,True,False
5607,0,1,0,0,40,0,0,1,1,0,0,1,1,1,55.8,2109.35,1,True,False,False,True,False,False,False,False,True,False
1106,0,0,0,0,63,1,1,0,1,0,0,1,1,0,97.45,6253.0,0,False,True,False,False,False,True,True,False,False,False
6612,1,0,1,1,1,1,0,0,0,0,0,0,0,1,69.9,69.9,1,False,True,False,True,False,False,False,False,False,True
141,0,0,0,0,8,1,1,1,0,0,1,0,1,0,71.15,563.65,1,True,False,False,True,False,False,False,False,True,False
5722,0,1,1,0,27,1,1,1,0,0,1,1,1,1,104.3,2867.75,1,False,True,False,True,False,False,True,False,False,False
2761,0,1,0,0,10,0,0,0,0,0,0,0,1,1,34.7,329.8,1,True,False,False,True,False,False,False,False,True,False
4360,1,1,1,0,31,1,1,1,0,0,0,1,0,0,89.45,2807.65,0,False,True,False,True,False,False,False,False,True,False
6438,1,1,0,0,1,1,1,0,0,0,0,0,0,1,74.4,74.4,1,False,True,False,True,False,False,False,False,True,False
1053,0,0,0,0,5,0,0,0,0,1,0,0,1,0,39.5,210.75,1,True,False,False,True,False,False,False,False,True,False
4982,0,1,1,0,61,1,1,0,1,1,0,1,1,1,104.4,6405.0,1,False,True,False,False,True,False,False,True,False,False
2282,1,1,1,1,66,1,1,0,0,1,0,1,1,1,99.5,6822.15,1,False,True,False,True,False,False,False,True,False,False
5383,1,0,0,0,36,1,1,0,0,0,0,0,1,1,84.75,3050.15,1,False,True,False,True,False,False,False,False,True,False
1475,0,1,1,0,69,1,1,0,1,0,1,1,1,0,105.4,6998.95,0,False,True,False,False,False,True,False,True,False,False
3411,1,1,1,0,53,1,1,0,1,0,0,1,1,1,101.9,5549.4,1,False,True,False,True,False,False,False,False,True,False
1164,0,1,1,0,71,1,1,1,1,1,1,0,1,1,82.7,5831.2,0,True,False,False,False,False,True,True,False,False,False
5968,0,0,0,0,12,1,1,0,0,0,1,1,1,0,74.05,872.65,1,True,False,False,False,True,False,False,False,False,True
1313,1,0,1,0,47,1,1,0,1,1,1,1,1,1,109.55,5124.55,1,False,True,False,True,False,False,False,False,True,False
3411,1,1,1,0,53,1,1,0,1,0,0,1,1,1,101.9,5549.4,1,False,True,False,True,False,False,False,False,True,False
6105,0,0,0,0,52,1,1,1,1,0,1,1,1,1,111.25,5916.45,1,False,True,False,False,True,False,False,True,False,False
1513,0,1,0,0,1,0,0,0,0,0,0,0,0,1,25.8,25.8,1,True,False,False,True,False,False,False,False,False,True
6180,0,1,0,0,66,1,1,1,0,0,0,1,1,1,102.4,6471.85,0,False,True,False,False,False,True,True,False,False,False
1290,1,1,1,0,72,1,1,1,1,1,0,1,1,0,84.45,5899.85,0,True,False,False,False,False,True,False,True,False,False
3702,0,1,0,0,20,1,1,1,0,0,0,0,0,1,79.15,1520.9,1,False,True,False,True,False,False,False,False,True,False
3585,1,1,1,0,34,1,0,1,0,0,1,1,0,0,90.15,3128.8,0,False,True,False,False,True,False,False,False,False,True
312,0,0,0,0,43,1,1,1,1,1,1,1,1,0,115.05,4895.1,0,False,True,False,False,False,True,False,True,False,False
6052,0,0,1,1,41,1,0,1,1,0,1,1,1,0,78.45,3126.45,0,True,False,False,False,False,True,False,False,True,False
1572,0,1,0,0,3,1,0,0,0,0,0,0,0,0,45.0,127.1,1,True,False,False,True,False,False,False,False,True,False
5872,0,0,0,1,1,1,0,0,0,0,0,0,0,1,69.65,69.65,1,False,True,False,True,False,False,False,False,True,False
3640,1,1,1,0,29,1,1,0,1,1,0,0,1,1,95.9,2745.2,1,False,True,False,True,False,False,False,False,True,False
4188,0,1,0,0,28,1,1,0,0,1,1,1,1,1,103.3,2890.65,1,False,True,False,True,False,False,False,False,True,False
7020,1,0,1,1,12,1,0,0,0,0,0,0,0,1,19.2,239.0,0,False,False,True,True,False,False,False,False,True,False
6149,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.85,25.85,0,True,False,False,False,True,False,False,False,False,True
529,0,1,0,0,56,1,1,0,1,1,1,1,0,1,99.9,5706.3,0,False,True,False,False,False,True,True,False,False,False
1924,0,1,1,1,22,1,1,0,0,0,0,1,0,0,85.35,1961.6,0,False,True,False,True,False,False,True,False,False,False
4529,1,1,0,0,9,1,0,0,0,0,1,0,0,0,49.2,447.9,0,True,False,False,True,False,False,False,False,False,True
5404,0,0,0,0,46,1,0,1,1,1,0,1,0,1,95.65,4664.2,0,False,True,False,False,True,False,False,True,False,False
5902,0,0,1,0,9,1,0,0,1,0,0,0,0,0,50.85,466.6,0,True,False,False,True,False,False,False,False,False,True
965,1,1,0,0,8,1,0,1,0,0,1,1,1,0,100.3,832.35,1,False,True,False,True,False,False,False,True,False,False
351,1,0,0,1,17,1,0,0,0,0,0,0,0,0,44.6,681.4,0,True,False,False,False,True,False,False,False,False,True
1254,0,1,1,0,55,1,0,0,0,1,1,1,0,0,88.8,4805.3,0,False,True,False,False,False,True,False,True,False,False
1837,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.05,20.05,1,False,False,True,True,False,False,True,False,False,False
6933,1,0,0,0,1,1,0,0,0,0,0,0,0,1,69.6,69.6,1,False,True,False,True,False,False,False,False,True,False
1069,1,1,0,0,20,1,0,1,0,0,1,0,0,0,54.0,1055.9,0,True,False,False,False,True,False,False,False,False,True
5933,1,1,0,0,3,1,1,0,1,1,0,1,1,1,105.0,294.45,1,False,True,False,True,False,False,False,False,True,False
716,0,0,1,0,71,0,0,0,1,1,1,1,1,0,58.25,4145.9,0,True,False,False,False,False,True,True,False,False,False
1502,1,0,1,0,49,1,1,1,0,0,0,0,0,1,55.35,2633.95,0,True,False,False,False,True,False,False,False,True,False
2087,0,0,0,0,4,0,0,1,1,0,0,0,0,1,33.65,137.85,1,True,False,False,True,False,False,False,False,True,False
2890,0,1,1,1,47,1,0,0,0,0,0,0,0,0,70.55,3309.25,1,False,True,False,True,False,False,True,False,False,False
5411,0,1,1,0,1,0,0,0,0,0,0,0,0,1,24.8,24.8,1,True,False,False,True,False,False,False,False,True,False
3455,1,0,0,0,1,1,0,0,0,0,0,1,1,1,90.55,90.55,1,False,True,False,True,False,False,False,False,True,False
6219,0,1,0,0,1,0,0,0,0,0,0,0,0,1,25.7,25.7,1,True,False,False,True,False,False,False,False,False,True
1026,1,1,0,0,8,1,1,0,0,1,0,1,1,1,100.6,819.4,1,False,True,False,True,False,False,False,False,True,False
1926,1,0,1,1,49,1,1,0,0,1,0,1,1,1,99.8,4872.45,1,False,True,False,True,False,False,False,False,True,False
6425,1,0,1,1,52,0,0,1,0,1,0,0,1,0,44.25,2276.1,0,True,False,False,False,True,False,True,False,False,False
6624,1,0,1,1,64,0,0,1,0,1,1,1,1,1,60.05,3845.45,0,True,False,False,False,False,True,True,False,False,False
3950,1,1,0,0,49,1,1,0,0,0,0,1,1,1,96.2,4718.25,1,False,True,False,True,False,False,False,False,True,False
1255,0,0,0,0,2,0,0,0,0,0,1,0,0,1,30.9,59.05,1,True,False,False,True,False,False,False,False,True,False
5207,0,1,1,0,24,0,0,0,0,1,0,0,1,1,40.65,933.3,1,True,False,False,True,False,False,False,True,False,False
4982,0,1,1,0,61,1,1,0,1,1,0,1,1,1,104.4,6405.0,1,False,True,False,False,True,False,False,True,False,False
1563,1,1,0,0,4,1,0,0,0,0,0,0,0,0,69.35,261.65,0,False,True,False,True,False,False,False,False,True,False
6019,0,0,0,0,41,1,1,0,1,1,0,1,1,1,80.55,3263.9,0,True,False,False,False,True,False,False,False,True,False
6132,0,0,0,0,67,0,0,0,0,1,1,1,1,1,53.4,3579.15,0,True,False,False,True,False,False,False,True,False,False
1416,0,0,1,1,58,0,0,0,0,1,1,1,1,1,55.5,3166.9,0,True,False,False,False,False,True,False,True,False,False
2890,0,1,1,1,47,1,0,0,0,0,0,0,0,0,70.55,3309.25,1,False,True,False,True,False,False,True,False,False,False
6296,0,1,1,0,31,0,0,1,1,1,0,0,1,1,50.4,1580.1,0,True,False,False,False,True,False,False,True,False,False
5574,0,0,0,0,41,1,0,0,0,0,0,0,0,0,20.45,775.6,0,False,False,True,True,False,False,False,False,True,False
2085,0,1,1,0,32,1,1,0,0,0,0,1,1,1,93.2,2931.0,1,False,True,False,True,False,False,False,False,True,False
1597,1,0,1,0,48,1,1,1,1,1,0,1,0,1,96.9,4473.45,0,False,True,False,False,False,True,True,False,False,False
905,1,1,0,0,9,1,1,0,0,1,0,1,1,1,100.5,918.6,1,False,True,False,True,False,False,False,False,True,False
5060,0,0,0,0,18,0,0,0,0,1,1,0,0,1,35.2,607.3,0,True,False,False,True,False,False,False,False,True,False
6680,0,0,0,1,48,1,0,0,1,1,1,1,0,1,95.5,4627.85,1,False,True,False,False,False,True,False,False,False,True
3567,0,0,1,1,14,1,0,0,1,0,1,0,1,1,89.65,1208.35,1,False,True,False,True,False,False,False,True,False,False
6553,0,0,1,1,61,0,0,0,1,1,1,1,1,1,61.45,3751.15,0,True,False,False,False,False,True,True,False,False,False
3458,0,0,0,0,26,1,0,0,0,0,0,1,1,1,88.8,2274.35,1,False,True,False,True,False,False,True,False,False,False
5850,1,1,0,0,20,1,0,0,0,0,0,0,0,0,71.3,1389.2,1,False,True,False,True,False,False,False,True,False,False
176,0,1,0,0,15,1,1,0,0,0,0,0,0,1,74.45,1145.7,1,False,True,False,True,False,False,False,False,False,True
6767,1,0,1,0,57,1,0,1,0,0,1,0,0,0,55.7,3171.6,0,True,False,False,True,False,False,False,False,True,False
1085,0,1,0,0,13,1,0,0,0,1,0,0,0,1,74.3,940.35,1,False,True,False,True,False,False,False,False,True,False
3271,1,1,1,0,12,1,1,0,1,0,0,1,1,1,101.35,1218.55,1,False,True,False,True,False,False,False,False,True,False
5264,1,1,1,0,69,0,0,0,0,1,0,0,0,1,29.8,2134.3,0,True,False,False,False,True,False,False,True,False,False
4426,0,0,0,1,16,1,1,0,0,0,1,0,0,1,79.5,1264.2,0,False,True,False,False,True,False,False,True,False,False
5711,0,1,1,0,20,1,1,0,0,1,0,1,0,0,90.8,1951.0,1,False,True,False,True,False,False,False,False,True,False
714,1,0,1,0,72,1,1,0,0,0,0,0,0,0,25.4,1710.9,0,False,False,True,False,False,True,False,False,False,True
3680,1,0,1,0,9,0,0,0,0,0,1,1,0,0,40.65,328.95,1,True,False,False,True,False,False,False,False,False,True
2339,0,1,0,0,21,1,1,0,0,0,0,1,1,1,94.25,1973.75,1,False,True,False,True,False,False,False,False,True,False
2105,0,0,0,0,3,1,1,0,0,0,0,0,0,0,75.25,242.0,1,False,True,False,True,False,False,False,False,True,False
275,1,0,1,0,5,1,1,0,1,0,1,0,0,1,85.4,401.1,1,False,True,False,True,False,False,False,False,True,False
857,1,0,0,0,1,1,0,0,1,0,0,0,0,0,50.8,50.8,1,True,False,False,True,False,False,False,False,True,False
6562,0,1,1,0,14,1,1,0,1,0,0,1,1,1,100.2,1369.8,1,False,True,False,True,False,False,False,False,True,False
4868,0,0,1,0,37,1,1,0,0,1,0,1,1,1,99.5,3762.0,1,False,True,False,True,False,False,False,False,True,False
2810,0,1,1,1,65,1,1,0,0,1,1,1,1,1,103.9,6767.1,0,False,True,False,False,True,False,True,False,False,False
6726,0,1,0,0,2,1,0,0,0,0,0,0,0,0,70.75,154.85,1,False,True,False,True,False,False,False,False,True,False
6134,1,1,0,0,6,1,0,0,0,0,0,0,0,0,44.7,276.5,0,True,False,False,True,False,False,False,True,False,False
6100,0,1,1,0,29,1,1,0,0,1,0,1,1,1,99.05,2952.85,1,False,True,False,True,False,False,True,False,False,False
2367,0,0,0,0,1,1,0,0,0,1,0,1,0,1,85.55,85.55,1,False,True,False,True,False,False,False,True,False,False
3773,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.2,25.2,1,True,False,False,True,False,False,False,False,False,True
1698,1,0,1,1,71,1,1,0,1,0,1,0,0,1,84.8,6152.4,0,False,True,False,False,False,True,False,False,True,False
5674,0,0,1,1,64,0,0,0,1,1,1,0,1,0,49.85,3210.35,0,True,False,False,False,False,True,False,False,True,False
5627,1,1,1,0,7,1,1,0,0,0,0,0,0,1,74.85,485.25,0,False,True,False,True,False,False,False,False,True,False
3651,0,1,1,0,70,1,0,0,0,0,0,0,0,1,19.55,1462.05,0,False,False,True,False,False,True,False,True,False,False
4141,0,1,0,0,35,0,0,0,0,1,0,1,0,1,39.85,1434.6,0,True,False,False,True,False,False,False,False,True,False
3956,0,0,1,0,6,1,1,0,1,1,0,1,1,1,105.3,545.2,1,False,True,False,True,False,False,False,False,True,False
1208,0,0,0,0,1,1,0,0,0,0,0,1,0,1,80.25,80.25,1,False,True,False,True,False,False,False,False,True,False
4746,1,0,0,0,2,1,1,0,0,0,0,0,0,1,76.5,162.45,1,False,True,False,True,False,False,False,False,True,False
3006,1,1,0,0,14,1,1,0,0,0,0,0,0,1,74.95,1036.75,1,False,True,False,True,False,False,False,False,True,False
6763,1,1,1,1,71,1,1,0,1,1,1,0,1,1,72.9,5139.65,0,True,False,False,False,True,False,True,False,False,False
4128,1,0,0,0,57,0,0,0,1,0,0,1,0,1,39.3,2111.45,1,True,False,False,True,False,False,False,False,True,False
3958,1,0,1,0,16,1,1,0,0,0,0,0,0,1,73.85,1284.2,1,False,True,False,True,False,False,True,False,False,False
3322,0,1,0,0,9,1,1,0,0,0,0,0,1,1,84.45,762.5,1,False,True,False,True,False,False,False,False,True,False
4099,0,0,0,0,6,0,0,1,0,0,0,0,0,0,29.45,161.45,0,True,False,False,True,False,False,True,False,False,False
2991,0,1,1,0,37,1,0,0,0,1,1,1,0,0,90.0,3371.75,0,False,True,False,True,False,False,False,False,True,False
2503,1,0,1,1,44,1,0,0,0,0,0,0,0,0,20.6,926.0,0,False,False,True,False,True,False,True,False,False,False
1136,0,0,1,1,63,1,0,0,0,0,0,0,0,0,20.0,1209.25,0,False,False,True,False,False,True,False,True,False,False
738,1,1,0,0,42,1,1,0,1,0,0,0,0,1,79.35,3344.1,0,False,True,False,True,False,False,True,False,False,False
5839,1,1,1,0,7,1,1,0,0,0,0,0,0,1,75.4,533.05,0,False,True,False,True,False,False,False,False,True,False
4094,1,0,0,0,1,1,0,0,0,0,1,0,0,0,74.0,74.0,0,False,True,False,True,False,False,False,False,True,False
353,1,0,1,1,4,1,1,0,1,1,0,0,0,1,84.8,371.9,1,False,True,False,True,False,False,True,False,False,False
168,1,1,1,0,58,0,0,0,1,1,0,0,1,1,45.3,2651.2,1,True,False,False,True,False,False,False,False,True,False
433,1,0,0,0,12,1,0,0,0,0,0,0,0,1,45.4,518.9,1,True,False,False,True,False,False,True,False,False,False
4703,1,1,1,0,24,1,1,1,0,0,0,0,0,1,78.85,1772.25,1,False,True,False,True,False,False,False,False,True,False
876,0,0,0,0,15,1,0,1,0,1,1,1,1,0,105.1,1582.75,1,False,True,False,True,False,False,False,False,True,False
4644,1,0,0,0,13,1,0,0,0,0,1,0,0,1,50.55,610.75,0,True,False,False,True,False,False,False,False,False,True
200,0,0,1,0,27,1,0,1,0,0,1,1,1,1,101.9,2681.15,0,False,True,False,False,True,False,False,True,False,False
1713,1,0,1,0,52,1,1,0,1,0,1,0,0,0,61.35,3169.55,0,True,False,False,True,False,False,True,False,False,False
6475,0,0,0,1,19,1,1,1,1,0,1,1,0,1,75.9,1375.6,0,True,False,False,True,False,False,False,False,False,True
6438,1,1,0,0,1,1,1,0,0,0,0,0,0,1,74.4,74.4,1,False,True,False,True,False,False,False,False,True,False
259,0,1,1,0,29,0,0,1,0,1,0,0,1,1,45.0,1228.65,0,True,False,False,True,False,False,False,False,True,False
111,0,0,0,0,52,1,0,1,0,1,1,0,0,0,57.95,3042.25,0,True,False,False,False,True,False,False,True,False,False
2428,1,0,0,1,38,1,1,0,0,1,0,1,1,1,99.25,3777.15,1,False,True,False,True,False,False,True,False,False,False
4986,0,0,0,0,12,1,1,0,0,0,1,0,0,1,79.55,958.25,0,False,True,False,True,False,False,False,True,False,False
6745,0,0,0,0,54,1,1,0,0,0,1,1,1,1,100.1,5440.9,1,False,True,False,True,False,False,False,False,True,False
3766,0,1,0,0,1,1,0,1,0,1,0,0,0,1,55.8,55.8,1,True,False,False,True,False,False,False,False,True,False
2320,1,0,1,1,63,1,1,1,1,1,1,1,1,1,89.4,5597.65,0,True,False,False,False,False,True,False,True,False,False
4241,0,0,1,1,22,1,0,1,1,1,0,0,0,0,61.15,1422.05,1,True,False,False,True,False,False,False,False,False,True
327,0,1,0,0,2,1,0,0,0,0,0,0,0,1,70.35,139.05,1,False,True,False,True,False,False,False,False,True,False
5799,0,0,0,0,13,0,0,0,0,0,0,0,1,1,35.1,446.1,1,True,False,False,True,False,False,False,False,True,False
2445,0,0,1,1,27,1,0,1,0,0,0,0,0,0,74.4,1972.35,0,False,True,False,True,False,False,False,False,False,True
1972,0,0,1,1,23,1,1,0,0,0,0,0,1,0,85.6,1868.4,0,False,True,False,True,False,False,False,False,True,False
3746,0,0,1,0,1,1,0,0,0,0,0,0,0,1,68.95,68.95,1,False,True,False,True,False,False,False,False,True,False
645,1,1,1,0,20,1,1,0,0,0,0,1,1,1,94.55,1899.65,1,False,True,False,True,False,False,False,False,True,False
5037,0,0,0,0,2,1,0,0,0,0,0,1,0,1,79.65,152.7,1,False,True,False,True,False,False,False,False,False,True
1985,0,0,1,1,12,0,0,0,1,0,0,0,0,0,29.2,309.1,1,True,False,False,True,False,False,False,False,False,True
3677,0,0,0,0,1,0,0,0,0,0,1,0,0,0,30.55,30.55,0,True,False,False,True,False,False,False,False,False,True
6667,0,0,0,0,9,1,0,0,0,0,0,0,1,1,79.55,723.4,1,False,True,False,True,False,False,False,False,True,False
3194,0,1,1,0,43,0,0,0,1,1,0,1,1,0,55.55,2342.2,1,True,False,False,True,False,False,False,True,False,False
3031,0,1,1,0,50,1,0,0,0,0,0,0,0,1,71.05,3444.85,1,False,True,False,True,False,False,False,False,True,False
197,1,0,0,0,59,1,1,0,1,1,1,1,1,1,111.35,6519.75,0,False,True,False,True,False,False,False,False,True,False
2579,1,0,0,0,48,1,0,0,0,0,0,0,0,0,20.15,982.95,0,False,False,True,False,False,True,False,True,False,False
6771,1,0,1,1,31,1,0,0,0,0,0,0,0,1,20.65,702.05,0,False,False,True,True,False,False,False,False,True,False
1717,1,0,1,0,72,1,0,0,0,0,0,0,0,0,19.7,1421.9,0,False,False,True,False,False,True,False,True,False,False
3455,1,0,0,0,1,1,0,0,0,0,0,1,1,1,90.55,90.55,1,False,True,False,True,False,False,False,False,True,False
3950,1,1,0,0,49,1,1,0,0,0,0,1,1,1,96.2,4718.25,1,False,True,False,True,False,False,False,False,True,False
961,1,0,0,0,17,1,0,0,0,0,0,0,0,1,20.5,365.8,0,False,False,True,False,True,False,False,False,False,True
5072,1,1,1,0,23,1,1,0,1,1,0,1,1,1,104.45,2184.85,0,False,True,False,True,False,False,False,False,True,False
2679,1,0,1,0,4,1,1,0,0,0,0,0,0,1,74.65,301.4,1,False,True,False,True,False,False,False,False,True,False
2385,0,0,0,1,3,0,0,0,1,0,0,0,0,0,29.65,90.05,0,True,False,False,True,False,False,False,False,False,True
1631,0,1,1,0,17,1,1,1,0,1,0,0,0,1,85.35,1463.45,1,False,True,False,True,False,False,True,False,False,False
5134,1,1,0,0,15,1,1,0,1,0,0,0,0,1,80.2,1217.25,1,False,True,False,True,False,False,False,False,True,False
6980,1,1,0,0,16,0,0,0,1,0,0,1,0,1,39.0,679.85,1,True,False,False,True,False,False,False,False,False,True
6862,0,1,0,0,4,1,1,0,0,1,0,0,1,1,88.85,372.45,1,False,True,False,True,False,False,False,False,True,False
4722,0,0,0,0,60,1,0,0,1,1,1,1,0,1,70.15,4224.7,0,True,False,False,False,True,False,False,True,False,False
5120,1,0,1,1,7,1,0,1,0,0,0,0,0,1,49.75,331.3,1,True,False,False,False,True,False,False,False,True,False
2396,0,1,1,0,38,1,1,1,1,0,0,0,1,0,95.0,3591.25,0,False,True,False,False,True,False,False,True,False,False
5967,1,1,0,0,4,0,0,0,0,0,0,0,0,1,25.2,102.5,1,True,False,False,True,False,False,True,False,False,False
5091,1,0,0,0,6,0,0,0,1,0,0,0,0,1,30.5,208.7,1,True,False,False,True,False,False,False,True,False,False
3870,0,0,1,0,68,0,0,1,0,1,0,1,1,1,54.4,3723.65,0,True,False,False,False,True,False,False,False,True,False
6034,0,0,0,0,7,1,0,0,0,0,0,0,0,0,20.25,129.15,0,False,False,True,False,True,False,False,False,False,True
2831,0,1,1,0,12,1,1,0,1,1,0,1,0,1,98.1,1060.2,1,False,True,False,True,False,False,False,False,True,False
6598,0,0,0,0,57,1,0,1,1,1,1,1,0,1,74.3,4166.35,0,True,False,False,False,False,True,False,True,False,False
6091,1,1,1,0,2,1,1,0,0,0,0,1,0,1,86.85,156.35,1,False,True,False,True,False,False,False,False,False,True
5967,1,1,0,0,4,0,0,0,0,0,0,0,0,1,25.2,102.5,1,True,False,False,True,False,False,True,False,False,False
3940,1,0,0,0,19,0,0,0,0,0,0,0,0,1,25.15,468.35,0,True,False,False,True,False,False,True,False,False,False
2781,1,1,0,0,7,0,0,0,1,0,1,0,1,1,44.4,265.8,0,True,False,False,True,False,False,False,False,True,False
4840,0,1,0,0,43,0,0,1,1,0,0,0,0,1,33.45,1500.25,0,True,False,False,True,False,False,False,True,False,False
2802,1,1,1,0,32,1,1,0,0,1,1,1,1,1,104.9,3351.55,1,False,True,False,True,False,False,False,False,True,False
6493,1,0,1,0,17,0,0,0,0,1,1,1,1,0,54.6,934.8,0,True,False,False,False,True,False,False,False,True,False
3315,1,1,1,0,66,1,1,0,1,1,1,1,1,1,107.35,7051.95,0,False,True,False,False,True,False,True,False,False,False
5125,0,0,1,0,11,1,1,0,0,0,0,1,1,1,94.0,1078.9,1,False,True,False,True,False,False,False,False,True,False
4062,0,0,0,0,1,1,0,0,0,0,0,0,0,0,70.5,70.5,1,False,True,False,True,False,False,False,False,True,False
4349,1,1,1,0,1,1,1,1,0,0,0,0,0,1,80.3,80.3,1,False,True,False,True,False,False,False,False,True,False
582,0,1,0,0,4,1,1,0,0,1,0,1,0,1,89.2,346.2,1,False,True,False,True,False,False,False,False,True,False
2776,1,1,1,0,16,1,0,0,1,0,0,0,0,1,74.3,1178.25,1,False,True,False,True,False,False,False,True,False,False
5093,1,0,0,0,49,1,1,0,0,0,1,1,0,1,66.15,3199.0,0,True,False,False,False,False,True,True,False,False,False
254,1,0,0,0,10,1,0,0,0,0,0,0,0,1,19.85,193.05,0,False,False,True,True,False,False,False,False,False,True
4052,0,1,0,0,30,0,0,0,0,1,0,1,0,1,40.3,1172.95,1,True,False,False,True,False,False,False,False,True,False
4847,0,1,0,0,37,1,1,0,0,0,0,0,0,1,76.25,2841.55,1,False,True,False,True,False,False,False,False,True,False
3620,1,1,1,0,33,0,0,0,1,1,1,1,0,1,50.0,1750.85,0,True,False,False,True,False,False,False,False,True,False
1947,0,0,0,0,70,1,1,0,1,1,1,0,0,1,90.25,6385.95,0,False,True,False,False,True,False,True,False,False,False
3078,0,1,0,0,2,1,1,0,0,0,0,1,0,1,85.55,187.45,1,False,True,False,True,False,False,False,False,True,False
5338,0,0,1,0,37,0,0,1,0,0,1,1,0,0,45.4,1593.1,0,True,False,False,False,False,True,False,False,True,False
1998,0,0,1,0,2,0,0,0,0,0,0,1,1,0,44.6,97.1,1,True,False,False,True,False,False,False,False,True,False
2156,0,0,0,0,2,1,0,0,0,0,0,0,1,0,80.55,184.1,1,False,True,False,True,False,False,False,False,True,False
5481,1,1,0,0,1,1,1,0,0,0,0,0,0,1,73.65,73.65,1,False,True,False,True,False,False,False,False,True,False
1164,0,1,1,0,71,1,1,1,1,1,1,0,1,1,82.7,5831.2,0,True,False,False,False,False,True,True,False,False,False
1775,1,1,0,0,65,1,1,1,0,1,1,1,1,1,109.05,7108.2,0,False,True,False,False,False,True,False,False,True,False
4128,1,0,0,0,57,0,0,0,1,0,0,1,0,1,39.3,2111.45,1,True,False,False,True,False,False,False,False,True,False
252,1,1,1,0,1,0,0,0,1,0,0,1,0,0,40.2,40.2,1,True,False,False,True,False,False,False,False,True,False
3254,1,1,0,0,17,1,0,0,1,1,0,1,1,1,101.8,1752.45,0,False,True,False,True,False,False,False,False,True,False
